,ScD,AcD,ScA,AcA,1,2,3,4
2022-03-30,09:20,09:19,11:27,11:35,920,919,1127,1135
2022-03-31,09:20,09:19,11:27,11:35,920,919,1127,1135
2022-04-01,09:20,09:19,11:27,11:32,920,919,1127,1132
2022-04-04,09:20,09:19,11:27,11:30,920,919,1127,1130
2022-04-05,09:20,09:19,11:27,11:40,920,919,1127,1140
2022-04-06,09:20,09:22,11:27,11:27,920,922,1127,1127
2022-04-07,09:20,09:19,11:27,11:31,920,919,1127,1131
2022-04-08,09:20,09:19,11:27,11:27,920,919,1127,1127
2022-04-11,09:20,09:20,11:27,11:34,920,920,1127,1134
2022-04-12,09:20,09:19,11:27,11:29,920,919,1127,1129
2022-04-13,09:20,09:20,11:27,11:34,920,920,1127,1134
2022-04-14,09:20,09:21,11:27,11:27,920,921,1127,1127
2022-04-19,09:20,09:19,11:27,11:28,920,919,1127,1128
2022-04-20,09:20,09:20,11:27,11:29,920,920,1127,1129
2022-04-21,09:20,09:20,11:27,11:44,920,920,1127,1144
2022-04-22,09:20,09:19,11:27,11:29,920,919,1127,1129
2022-04-25,09:20,09:29,11:27,11:37,920,929,1127,1137
2022-04-26,09:20,09:20,11:27,11:27,920,920,1127,1127
2022-04-27,09:20,09:20,11:27,11:28,920,920,1127,1128
2022-04-28,09:20,09:25,11:27,11:36,920,925,1127,1136
2022-04-29,09:20,09:19,11:27,11:33,920,919,1127,1133
2022-01-04,09:20,09:19,11:46,11:46,920,919,1146,1146
2022-01-05,09:20,09:19,11:46,12:00,920,919,1146,1200
2022-01-06,09:20,09:19,11:46,11:45,920,919,1146,1145
2022-01-07,09:20,09:20,11:46,11:55,920,920,1146,1155
2022-01-10,09:20,09:19,11:46,11:47,920,919,1146,1147
2022-01-11,09:20,09:23,11:46,11:52,920,923,1146,1152
2022-01-12,09:20,09:19,11:46,11:48,920,919,1146,1148
2021-12-27,09:28,09:30,11:46,11:48,928,930,1146,1148
2022-01-10,09:31,09:30,12:05,12:03,931,930,1205,1203
2022-01-11,09:31,09:52,12:05,12:23,931,952,1205,1223
2022-01-12,09:31,09:31,12:05,12:03,931,931,1205,1203
2022-01-04,09:36,09:35,12:05,12:05,936,935,1205,1205
2022-01-05,09:36,09:35,12:05,12:03,936,935,1205,1203
2022-01-06,09:36,09:35,12:05,12:11,936,935,1205,1211
2022-01-07,09:36,09:36,12:05,12:05,936,936,1205,1205
2021-09-01,09:40,09:42,11:46,12:01,940,942,1146,1201
2021-09-02,09:40,09:39,11:46,11:48,940,939,1146,1148
2021-09-03,09:40,09:39,11:46,11:48,940,939,1146,1148
2021-09-06,09:40,09:39,11:46,11:46,940,939,1146,1146
2021-09-07,09:40,09:39,11:46,11:53,940,939,1146,1153
2021-09-08,09:40,09:39,11:46,11:44,940,939,1146,1144
2021-09-10,09:40,09:40,11:46,11:49,940,940,1146,1149
2021-09-13,09:40,09:42,11:46,11:47,940,942,1146,1147
2021-09-14,09:40,09:39,11:46,11:43,940,939,1146,1143
2021-09-15,09:40,09:39,11:46,11:49,940,939,1146,1149
2021-09-16,09:40,09:39,11:46,11:47,940,939,1146,1147
2021-09-17,09:40,09:40,11:46,11:47,940,940,1146,1147
2021-09-20,09:40,09:39,11:46,11:46,940,939,1146,1146
2021-09-21,09:40,09:40,11:46,11:45,940,940,1146,1145
2021-09-22,09:40,09:40,11:46,11:52,940,940,1146,1152
2021-09-23,09:40,09:39,11:46,11:46,940,939,1146,1146
2021-09-24,09:40,09:39,11:46,11:45,940,939,1146,1145
2021-09-27,09:40,09:40,11:46,11:55,940,940,1146,1155
2021-09-28,09:40,09:40,11:46,11:46,940,940,1146,1146
2021-09-29,09:40,09:39,11:46,11:49,940,939,1146,1149
2021-09-30,09:40,09:41,11:46,11:51,940,941,1146,1151
2021-10-01,09:40,09:39,11:46,11:49,940,939,1146,1149
2021-10-04,09:40,09:39,11:46,11:45,940,939,1146,1145
2021-10-05,09:40,09:40,11:46,11:44,940,940,1146,1144
2021-10-06,09:40,09:40,11:46,11:54,940,940,1146,1154
2021-10-07,09:40,09:39,11:46,11:47,940,939,1146,1147
2021-10-08,09:40,09:40,11:46,11:52,940,940,1146,1152
2021-10-11,09:40,09:40,11:46,11:47,940,940,1146,1147
2021-10-12,09:40,09:40,11:46,11:46,940,940,1146,1146
2021-10-13,09:40,09:39,11:46,11:46,940,939,1146,1146
2021-10-14,09:40,09:39,11:46,11:51,940,939,1146,1151
2021-10-15,09:40,09:39,11:46,11:48,940,939,1146,1148
2021-10-18,09:40,09:39,11:46,12:00,940,939,1146,1200
2021-10-19,09:40,10:06,11:46,13:12,940,1006,1146,1312
2021-10-20,09:40,09:39,11:46,11:51,940,939,1146,1151
2021-10-21,09:40,09:40,11:46,12:07,940,940,1146,1207
2021-10-22,09:40,09:39,11:46,11:55,940,939,1146,1155
2021-10-25,09:40,09:39,11:46,11:45,940,939,1146,1145
2021-10-26,09:40,09:40,11:46,11:47,940,940,1146,1147
2021-10-27,09:40,09:39,11:46,11:54,940,939,1146,1154
2021-10-28,09:40,09:41,11:46,11:50,940,941,1146,1150
2021-10-29,09:40,09:40,11:46,11:55,940,940,1146,1155
2021-11-01,09:40,09:40,11:46,12:03,940,940,1146,1203
2021-11-02,09:40,09:39,11:46,11:46,940,939,1146,1146
2021-11-03,09:40,09:40,11:46,11:48,940,940,1146,1148
2021-11-04,09:40,09:39,11:46,11:50,940,939,1146,1150
2021-11-05,09:40,09:39,11:46,11:50,940,939,1146,1150
2021-11-08,09:40,09:39,11:46,11:48,940,939,1146,1148
2021-11-09,09:40,09:42,11:46,11:48,940,942,1146,1148
2021-11-10,09:40,09:40,11:46,11:50,940,940,1146,1150
2021-11-11,09:40,09:39,11:46,11:50,940,939,1146,1150
2021-11-12,09:40,09:49,11:46,12:00,940,949,1146,1200
2021-11-15,09:40,09:40,11:46,11:48,940,940,1146,1148
2021-11-16,09:40,09:40,11:46,11:47,940,940,1146,1147
2021-11-17,09:40,09:39,11:46,11:50,940,939,1146,1150
2021-11-18,09:40,09:43,11:46,12:06,940,943,1146,1206
2021-11-19,09:40,09:39,11:46,11:46,940,939,1146,1146
2021-11-22,09:40,09:41,11:46,11:49,940,941,1146,1149
2021-11-23,09:40,09:39,11:46,11:50,940,939,1146,1150
2021-11-24,09:40,09:40,11:46,11:45,940,940,1146,1145
2021-11-25,09:40,09:40,11:46,11:45,940,940,1146,1145
2021-11-26,09:40,09:56,11:46,12:08,940,956,1146,1208
2021-11-29,09:40,09:40,11:46,11:46,940,940,1146,1146
2021-11-30,09:40,09:39,11:46,11:45,940,939,1146,1145
2021-12-01,09:40,09:39,11:46,11:45,940,939,1146,1145
2021-12-02,09:40,09:40,11:46,12:04,940,940,1146,1204
2021-12-03,09:40,09:51,11:46,12:23,940,951,1146,1223
2021-12-06,09:40,09:39,11:46,11:51,940,939,1146,1151
2021-12-07,09:40,09:39,11:46,11:54,940,939,1146,1154
2021-12-08,09:40,09:39,11:46,11:48,940,939,1146,1148
2021-12-09,09:40,09:40,11:46,12:01,940,940,1146,1201
2021-12-10,09:40,09:39,11:46,11:56,940,939,1146,1156
2021-12-13,09:40,09:39,11:46,11:54,940,939,1146,1154
2021-12-14,09:40,09:40,11:46,11:52,940,940,1146,1152
2021-12-15,09:40,09:39,11:46,11:45,940,939,1146,1145
2021-12-16,09:40,09:40,11:46,11:52,940,940,1146,1152
2021-12-17,09:40,09:39,11:46,12:02,940,939,1146,1202
2021-12-20,09:40,09:39,11:46,11:53,940,939,1146,1153
2021-12-21,09:40,09:40,11:46,11:47,940,940,1146,1147
2021-12-22,09:40,09:40,11:46,11:44,940,940,1146,1144
2021-12-23,09:40,09:41,11:46,11:47,940,941,1146,1147
2021-12-24,09:40,09:48,11:46,12:00,940,948,1146,1200
2021-12-28,09:40,09:39,11:46,11:46,940,939,1146,1146
2021-12-29,09:40,09:40,11:46,11:43,940,940,1146,1143
2021-12-30,09:40,09:39,11:46,11:46,940,939,1146,1146
2021-12-31,09:40,09:39,11:46,11:47,940,939,1146,1147
2022-01-03,09:40,09:41,11:46,11:48,940,941,1146,1148
2022-01-13,09:40,09:39,11:46,11:53,940,939,1146,1153
2022-01-14,09:40,09:40,11:46,11:48,940,940,1146,1148
2022-02-28,09:40,09:39,11:46,11:47,940,939,1146,1147
2022-03-01,09:40,09:40,11:46,11:47,940,940,1146,1147
2022-03-02,09:40,09:40,11:46,11:52,940,940,1146,1152
2022-03-03,09:40,09:40,11:46,11:46,940,940,1146,1146
2022-03-04,09:40,09:39,11:46,11:46,940,939,1146,1146
2022-03-07,09:40,09:40,11:46,11:45,940,940,1146,1145
2022-03-08,09:40,09:39,11:46,11:47,940,939,1146,1147
2022-03-09,09:40,09:39,11:46,11:50,940,939,1146,1150
2022-03-10,09:40,09:39,11:46,12:00,940,939,1146,1200
2022-03-11,09:40,09:41,11:46,11:49,940,941,1146,1149
2022-03-14,09:40,09:39,11:46,11:53,940,939,1146,1153
2022-03-15,09:40,09:40,11:46,11:46,940,940,1146,1146
2022-03-16,09:40,09:41,11:46,11:48,940,941,1146,1148
2022-03-17,09:40,09:39,11:46,11:53,940,939,1146,1153
2022-03-18,09:40,09:40,11:46,11:50,940,940,1146,1150
2022-03-21,09:40,09:39,11:46,11:48,940,939,1146,1148
2022-03-22,09:40,09:39,11:46,11:47,940,939,1146,1147
2022-03-23,09:40,09:40,11:46,11:47,940,940,1146,1147
2022-03-24,09:40,09:39,11:46,11:48,940,939,1146,1148
2022-03-25,09:40,09:39,11:46,11:48,940,939,1146,1148
2022-03-28,09:40,09:39,11:46,11:48,940,939,1146,1148
2022-03-29,09:40,09:39,11:46,11:46,940,939,1146,1146
2022-03-30,09:40,09:40,11:46,11:47,940,940,1146,1147
2022-03-31,09:40,09:40,11:46,11:49,940,940,1146,1149
2022-04-01,09:40,09:39,11:46,11:47,940,939,1146,1147
2022-04-04,09:40,09:39,11:46,11:46,940,939,1146,1146
2022-04-05,09:40,09:39,11:46,11:52,940,939,1146,1152
2022-04-06,09:40,09:39,11:46,11:51,940,939,1146,1151
2022-04-07,09:40,09:40,11:46,11:48,940,940,1146,1148
2022-04-08,09:40,09:39,11:46,11:50,940,939,1146,1150
2022-04-11,09:40,10:07,11:46,12:16,940,1007,1146,1216
2022-04-12,09:40,09:40,11:46,11:47,940,940,1146,1147
2022-04-13,09:40,09:47,11:46,12:01,940,947,1146,1201
2022-04-14,09:40,09:39,11:46,11:46,940,939,1146,1146
2022-04-19,09:40,09:39,11:46,11:44,940,939,1146,1144
2022-04-20,09:40,09:39,11:46,11:49,940,939,1146,1149
2022-04-21,09:40,09:39,11:46,11:49,940,939,1146,1149
2022-04-22,09:40,09:39,11:46,11:52,940,939,1146,1152
2022-04-25,09:40,09:40,11:46,11:49,940,940,1146,1149
2022-04-26,09:40,09:40,11:46,11:48,940,940,1146,1148
2022-04-27,09:40,09:39,11:46,11:55,940,939,1146,1155
2022-04-28,09:40,09:41,11:46,11:46,940,941,1146,1146
2022-04-29,09:40,09:40,11:46,11:55,940,940,1146,1155
2021-12-13,09:56,09:56,12:05,12:04,956,956,1205,1204
2021-12-14,09:56,09:56,12:05,12:06,956,956,1205,1206
2021-12-15,09:56,09:55,12:05,12:05,956,955,1205,1205
2021-12-16,09:56,09:56,12:05,12:07,956,956,1205,1207
2021-12-17,09:56,09:55,12:05,12:09,956,955,1205,1209
2021-12-20,09:56,09:55,12:05,12:12,956,955,1205,1212
2021-12-21,09:56,09:56,12:05,12:08,956,956,1205,1208
2021-12-22,09:56,09:55,12:05,12:09,956,955,1205,1209
2021-12-23,09:56,09:57,12:05,12:18,956,957,1205,1218
2021-12-24,09:56,09:56,12:05,12:08,956,956,1205,1208
2021-12-28,09:56,09:56,12:05,12:04,956,956,1205,1204
2021-12-29,09:56,09:55,12:05,12:04,956,955,1205,1204
2021-12-30,09:56,09:55,12:05,12:04,956,955,1205,1204
2021-12-31,09:56,09:56,12:05,12:07,956,956,1205,1207
2022-01-13,09:56,09:56,12:05,12:09,956,956,1205,1209
2022-01-14,09:56,09:56,12:05,12:04,956,956,1205,1204
2022-04-01,09:56,10:03,12:05,12:09,956,1003,1205,1209
2022-04-08,09:56,09:56,12:05,12:11,956,956,1205,1211
2022-04-14,09:56,09:55,12:05,12:07,956,955,1205,1207
2022-04-19,09:56,09:55,12:05,12:04,956,955,1205,1204
2022-04-22,09:56,09:55,12:05,12:06,956,955,1205,1206
2022-04-29,09:56,09:57,12:05,12:09,956,957,1205,1209
2021-09-01,10:20,10:21,12:27,12:30,1020,1021,1227,1230
2021-09-02,10:20,10:19,12:27,12:28,1020,1019,1227,1228
2021-09-03,10:20,10:22,12:27,12:29,1020,1022,1227,1229
2021-09-06,10:20,10:19,12:27,12:30,1020,1019,1227,1230
2021-09-07,10:20,10:21,12:27,12:30,1020,1021,1227,1230
2021-09-08,10:20,10:20,12:27,12:33,1020,1020,1227,1233
2021-09-10,10:20,10:26,12:27,12:33,1020,1026,1227,1233
2021-09-13,10:20,10:20,12:27,12:31,1020,1020,1227,1231
2021-09-14,10:20,10:20,12:27,12:27,1020,1020,1227,1227
2021-09-15,10:20,10:20,12:27,12:26,1020,1020,1227,1226
2021-09-16,10:20,10:19,12:27,12:30,1020,1019,1227,1230
2021-09-17,10:20,10:19,12:27,12:29,1020,1019,1227,1229
2021-09-20,10:20,10:26,12:27,12:29,1020,1026,1227,1229
2021-09-21,10:20,10:20,12:27,12:26,1020,1020,1227,1226
2021-09-22,10:20,10:35,12:27,13:00,1020,1035,1227,1300
2021-09-23,10:20,10:23,12:27,12:28,1020,1023,1227,1228
2021-09-24,10:20,10:20,12:27,12:29,1020,1020,1227,1229
2021-09-27,10:20,10:19,12:27,12:28,1020,1019,1227,1228
2021-09-28,10:20,10:20,12:27,12:28,1020,1020,1227,1228
2021-09-29,10:20,10:19,12:27,12:26,1020,1019,1227,1226
2021-09-30,10:20,10:21,12:27,12:36,1020,1021,1227,1236
2021-10-01,10:20,10:20,12:27,12:36,1020,1020,1227,1236
2021-10-04,10:20,10:19,12:27,12:29,1020,1019,1227,1229
2021-10-05,10:20,10:20,12:27,12:29,1020,1020,1227,1229
2021-10-06,10:20,10:22,12:27,12:49,1020,1022,1227,1249
2021-10-07,10:20,10:20,12:27,12:28,1020,1020,1227,1228
2021-10-08,10:20,10:20,12:27,12:29,1020,1020,1227,1229
2021-10-11,10:20,10:25,12:27,12:37,1020,1025,1227,1237
2021-10-12,10:20,10:20,12:27,12:32,1020,1020,1227,1232
2021-10-13,10:20,10:19,12:27,13:02,1020,1019,1227,1302
2021-10-14,10:20,10:19,12:27,12:29,1020,1019,1227,1229
2021-10-15,10:20,10:19,12:27,12:29,1020,1019,1227,1229
2021-10-18,10:20,10:19,12:27,12:36,1020,1019,1227,1236
2021-10-19,10:20,10:20,12:27,13:16,1020,1020,1227,1316
2021-10-20,10:20,10:20,12:27,12:33,1020,1020,1227,1233
2021-10-21,10:20,10:19,12:27,12:36,1020,1019,1227,1236
2021-10-22,10:20,10:20,12:27,12:43,1020,1020,1227,1243
2021-10-25,10:20,10:19,12:27,12:30,1020,1019,1227,1230
2021-10-26,10:20,10:20,12:27,12:33,1020,1020,1227,1233
2021-10-27,10:20,10:19,12:27,12:27,1020,1019,1227,1227
2021-10-28,10:20,10:19,12:27,12:30,1020,1019,1227,1230
2021-10-29,10:20,10:21,12:27,12:44,1020,1021,1227,1244
2021-11-01,10:20,10:30,12:27,12:41,1020,1030,1227,1241
2021-11-02,10:20,10:20,12:27,12:30,1020,1020,1227,1230
2021-11-03,10:20,10:20,12:27,12:31,1020,1020,1227,1231
2021-11-04,10:20,10:20,12:27,12:28,1020,1020,1227,1228
2021-11-05,10:20,10:21,12:27,12:29,1020,1021,1227,1229
2021-11-08,10:20,10:21,12:27,12:30,1020,1021,1227,1230
2021-11-09,10:20,10:19,12:27,12:26,1020,1019,1227,1226
2021-11-10,10:20,10:20,12:27,12:29,1020,1020,1227,1229
2021-11-11,10:20,10:19,12:27,12:30,1020,1019,1227,1230
2021-11-12,10:20,10:19,12:27,12:28,1020,1019,1227,1228
2021-11-15,10:20,10:20,12:27,12:30,1020,1020,1227,1230
2021-11-16,10:20,10:20,12:27,13:02,1020,1020,1227,1302
2021-11-17,10:20,10:20,12:27,12:33,1020,1020,1227,1233
2021-11-18,10:20,10:26,12:27,12:33,1020,1026,1227,1233
2021-11-19,10:20,10:19,12:27,12:32,1020,1019,1227,1232
2021-11-22,10:20,10:24,12:27,12:26,1020,1024,1227,1226
2021-11-23,10:20,10:20,12:27,12:29,1020,1020,1227,1229
2021-11-24,10:20,10:19,12:27,12:31,1020,1019,1227,1231
2021-11-25,10:20,10:20,12:27,12:28,1020,1020,1227,1228
2021-11-26,10:20,10:21,12:27,12:30,1020,1021,1227,1230
2021-11-29,10:20,10:20,12:27,12:47,1020,1020,1227,1247
2021-11-30,10:20,10:19,12:27,12:33,1020,1019,1227,1233
2021-12-01,10:20,10:19,12:27,12:33,1020,1019,1227,1233
2021-12-02,10:20,10:19,12:27,12:33,1020,1019,1227,1233
2021-12-03,10:20,10:22,12:27,12:44,1020,1022,1227,1244
2021-12-06,10:20,10:19,12:27,12:31,1020,1019,1227,1231
2021-12-07,10:20,10:19,12:27,12:30,1020,1019,1227,1230
2021-12-08,10:20,10:21,12:27,12:28,1020,1021,1227,1228
2021-12-09,10:20,10:19,12:27,12:36,1020,1019,1227,1236
2021-12-10,10:20,10:19,12:27,12:34,1020,1019,1227,1234
2021-12-13,10:20,10:19,12:27,12:30,1020,1019,1227,1230
2021-12-14,10:20,10:19,12:27,12:26,1020,1019,1227,1226
2021-12-15,10:20,10:19,12:27,12:26,1020,1019,1227,1226
2021-12-16,10:20,10:19,12:27,12:27,1020,1019,1227,1227
2021-12-17,10:20,10:32,12:27,12:51,1020,1032,1227,1251
2021-12-20,10:20,10:20,12:27,12:33,1020,1020,1227,1233
2021-12-21,10:20,10:19,12:27,12:27,1020,1019,1227,1227
2021-12-22,10:20,10:20,12:27,12:29,1020,1020,1227,1229
2021-12-23,10:20,10:20,12:27,12:30,1020,1020,1227,1230
2021-12-24,10:20,10:40,12:27,12:56,1020,1040,1227,1256
2021-12-27,10:20,10:20,12:27,12:28,1020,1020,1227,1228
2021-12-28,10:20,10:19,12:27,12:30,1020,1019,1227,1230
2021-12-29,10:20,10:19,12:27,12:29,1020,1019,1227,1229
2021-12-30,10:20,10:19,12:27,12:27,1020,1019,1227,1227
2021-12-31,10:20,10:20,12:27,12:32,1020,1020,1227,1232
2022-01-03,10:20,10:20,12:27,12:31,1020,1020,1227,1231
2022-01-13,10:20,10:19,12:27,12:27,1020,1019,1227,1227
2022-01-14,10:20,10:19,12:27,12:28,1020,1019,1227,1228
2022-02-28,10:20,10:19,12:27,12:33,1020,1019,1227,1233
2022-03-01,10:20,10:21,12:27,12:34,1020,1021,1227,1234
2022-03-02,10:20,10:19,12:27,12:31,1020,1019,1227,1231
2022-03-03,10:20,10:19,12:27,12:28,1020,1019,1227,1228
2022-03-04,10:20,10:21,12:27,12:30,1020,1021,1227,1230
2022-03-07,10:20,10:19,12:27,12:27,1020,1019,1227,1227
2022-03-08,10:20,10:20,12:27,12:35,1020,1020,1227,1235
2022-03-09,10:20,10:20,12:27,12:27,1020,1020,1227,1227
2022-03-10,10:20,10:20,12:27,12:31,1020,1020,1227,1231
2022-03-11,10:20,10:20,12:27,12:30,1020,1020,1227,1230
2022-03-14,10:20,10:21,12:27,12:28,1020,1021,1227,1228
2022-03-15,10:20,10:20,12:27,12:30,1020,1020,1227,1230
2022-03-16,10:20,10:20,12:27,12:28,1020,1020,1227,1228
2022-03-17,10:20,10:20,12:27,12:35,1020,1020,1227,1235
2022-03-18,10:20,10:20,12:27,12:30,1020,1020,1227,1230
2022-03-21,10:20,10:19,12:27,12:28,1020,1019,1227,1228
2022-03-22,10:20,10:20,12:27,12:29,1020,1020,1227,1229
2022-03-23,10:20,10:19,12:27,12:27,1020,1019,1227,1227
2022-03-24,10:20,10:19,12:27,12:31,1020,1019,1227,1231
2022-03-25,10:20,10:19,12:27,12:28,1020,1019,1227,1228
2022-03-28,10:20,10:20,12:27,12:46,1020,1020,1227,1246
2022-03-29,10:20,10:19,12:27,12:36,1020,1019,1227,1236
2022-03-30,10:20,10:20,12:27,12:28,1020,1020,1227,1228
2022-03-31,10:20,10:19,12:27,12:31,1020,1019,1227,1231
2022-04-01,10:20,10:20,12:27,12:26,1020,1020,1227,1226
2022-04-04,10:20,10:20,12:27,12:27,1020,1020,1227,1227
2022-04-05,10:20,10:19,12:27,12:48,1020,1019,1227,1248
2022-04-06,10:20,10:21,12:27,12:40,1020,1021,1227,1240
2022-04-07,10:20,10:26,12:27,12:36,1020,1026,1227,1236
2022-04-08,10:20,10:19,12:27,12:28,1020,1019,1227,1228
2022-04-11,10:20,10:23,12:27,12:32,1020,1023,1227,1232
2022-04-12,10:20,10:19,12:27,12:29,1020,1019,1227,1229
2022-04-13,10:20,10:37,12:27,12:51,1020,1037,1227,1251
2022-04-14,10:20,10:19,12:27,12:25,1020,1019,1227,1225
2022-04-19,10:20,10:20,12:27,12:35,1020,1020,1227,1235
2022-04-20,10:20,10:20,12:27,12:30,1020,1020,1227,1230
2022-04-21,10:20,10:20,12:27,12:39,1020,1020,1227,1239
2022-04-22,10:20,10:20,12:27,12:31,1020,1020,1227,1231
2022-04-25,10:20,10:20,12:27,12:29,1020,1020,1227,1229
2022-04-26,10:20,10:20,12:27,12:34,1020,1020,1227,1234
2022-04-27,10:20,10:22,12:27,12:31,1020,1022,1227,1231
2022-04-28,10:20,10:24,12:27,12:32,1020,1024,1227,1232
2022-04-29,10:20,10:19,12:27,12:32,1020,1019,1227,1232
2022-01-04,10:20,10:19,12:46,12:56,1020,1019,1246,1256
2022-01-05,10:20,10:20,12:46,12:49,1020,1020,1246,1249
2022-01-06,10:20,10:19,12:46,12:46,1020,1019,1246,1246
2022-01-07,10:20,10:20,12:46,12:46,1020,1020,1246,1246
2022-01-10,10:20,10:20,12:46,12:47,1020,1020,1246,1247
2022-01-11,10:20,10:20,12:46,12:46,1020,1020,1246,1246
2022-01-12,10:20,10:23,12:46,12:46,1020,1023,1246,1246
2022-01-17,10:20,10:19,12:35,12:31,1020,1019,1235,1231
2022-01-18,10:20,10:20,12:35,12:32,1020,1020,1235,1232
2022-01-19,10:20,10:19,12:35,12:32,1020,1019,1235,1232
2022-01-20,10:20,10:19,12:35,12:32,1020,1019,1235,1232
2022-01-21,10:20,10:20,12:35,12:38,1020,1020,1235,1238
2022-01-24,10:20,10:19,12:35,12:32,1020,1019,1235,1232
2022-01-25,10:20,10:19,12:35,12:38,1020,1019,1235,1238
2022-01-26,10:20,10:20,12:35,12:32,1020,1020,1235,1232
2022-01-27,10:20,10:19,12:35,12:52,1020,1019,1235,1252
2022-01-28,10:20,10:20,12:35,12:32,1020,1020,1235,1232
2022-01-31,10:20,10:19,12:35,12:44,1020,1019,1235,1244
2022-02-02,10:20,10:19,12:35,12:32,1020,1019,1235,1232
2022-02-03,10:20,10:19,12:35,12:32,1020,1019,1235,1232
2022-02-04,10:20,10:21,12:35,12:36,1020,1021,1235,1236
2022-02-07,10:20,10:19,12:35,12:36,1020,1019,1235,1236
2022-02-08,10:20,10:20,12:35,12:37,1020,1020,1235,1237
2022-02-09,10:20,10:19,12:35,12:32,1020,1019,1235,1232
2022-02-10,10:20,10:20,12:35,12:32,1020,1020,1235,1232
2022-02-11,10:20,10:19,12:35,12:31,1020,1019,1235,1231
2022-02-14,10:20,10:20,12:35,12:32,1020,1020,1235,1232
2022-02-15,10:20,10:19,12:35,12:37,1020,1019,1235,1237
2022-02-16,10:20,10:19,12:35,12:33,1020,1019,1235,1233
2022-02-21,10:20,10:38,12:35,13:24,1020,1038,1235,1324
2022-02-22,10:20,10:20,12:35,12:41,1020,1020,1235,1241
2022-02-23,10:20,10:20,12:35,12:37,1020,1020,1235,1237
2022-02-24,10:20,10:21,12:35,12:32,1020,1021,1235,1232
2022-02-25,10:20,10:20,12:35,12:31,1020,1020,1235,1231
2022-01-03,10:26,10:26,12:46,12:51,1026,1026,1246,1251
2022-01-04,10:32,10:32,13:05,13:05,1032,1032,1305,1305
2022-01-05,10:32,10:31,13:05,13:03,1032,1031,1305,1303
2022-01-06,10:32,10:32,13:05,13:05,1032,1032,1305,1305
2022-01-07,10:32,10:32,13:05,13:06,1032,1032,1305,1306
2022-01-10,10:32,10:31,13:05,13:03,1032,1031,1305,1303
2022-01-11,10:32,10:32,13:05,13:04,1032,1032,1305,1304
2022-01-12,10:32,10:31,13:05,13:06,1032,1031,1305,1306
2021-12-27,10:38,10:38,12:46,12:49,1038,1038,1246,1249
2021-09-01,10:40,10:40,12:46,12:48,1040,1040,1246,1248
2021-09-02,10:40,10:41,12:46,12:45,1040,1041,1246,1245
2021-09-03,10:40,10:39,12:46,12:45,1040,1039,1246,1245
2021-09-06,10:40,10:40,12:46,13:22,1040,1040,1246,1322
2021-09-07,10:40,10:40,12:46,12:48,1040,1040,1246,1248
2021-09-08,10:40,10:39,12:46,12:48,1040,1039,1246,1248
2021-09-10,10:40,10:40,12:46,12:49,1040,1040,1246,1249
2021-09-13,10:40,10:39,12:46,12:45,1040,1039,1246,1245
2021-09-14,10:40,10:39,12:46,12:48,1040,1039,1246,1248
2021-09-15,10:40,10:40,12:46,12:52,1040,1040,1246,1252
2021-09-16,10:40,10:39,12:46,12:46,1040,1039,1246,1246
2021-09-17,10:40,10:39,12:46,12:50,1040,1039,1246,1250
2021-09-20,10:40,10:41,12:46,12:50,1040,1041,1246,1250
2021-09-21,10:40,10:39,12:46,12:50,1040,1039,1246,1250
2021-09-22,10:40,10:40,12:46,13:02,1040,1040,1246,1302
2021-09-23,10:40,10:39,12:46,12:45,1040,1039,1246,1245
2021-09-24,10:40,10:39,12:46,12:48,1040,1039,1246,1248
2021-09-27,10:40,10:39,12:46,12:55,1040,1039,1246,1255
2021-09-28,10:40,10:39,12:46,12:48,1040,1039,1246,1248
2021-09-29,10:40,10:40,12:46,12:51,1040,1040,1246,1251
2021-09-30,10:40,10:39,12:46,12:45,1040,1039,1246,1245
2021-10-01,10:40,10:40,12:46,12:50,1040,1040,1246,1250
2021-10-04,10:40,10:40,12:46,12:50,1040,1040,1246,1250
2021-10-05,10:40,10:40,12:46,12:46,1040,1040,1246,1246
2021-10-06,10:40,10:39,12:46,12:53,1040,1039,1246,1253
2021-10-07,10:40,10:39,12:46,12:45,1040,1039,1246,1245
2021-10-08,10:40,10:39,12:46,12:46,1040,1039,1246,1246
2021-10-11,10:40,10:39,12:46,12:52,1040,1039,1246,1252
2021-10-12,10:40,10:39,12:46,12:54,1040,1039,1246,1254
2021-10-13,10:40,10:40,12:46,12:51,1040,1040,1246,1251
2021-10-14,10:40,10:40,12:46,12:45,1040,1040,1246,1245
2021-10-15,10:40,10:39,12:46,12:49,1040,1039,1246,1249
2021-10-18,10:40,10:39,12:46,12:53,1040,1039,1246,1253
2021-10-19,10:40,10:56,12:46,13:42,1040,1056,1246,1342
2021-10-20,10:40,10:39,12:46,12:47,1040,1039,1246,1247
2021-10-21,10:40,10:40,12:46,13:06,1040,1040,1246,1306
2021-10-22,10:40,10:40,12:46,12:48,1040,1040,1246,1248
2021-10-25,10:40,10:40,12:46,13:00,1040,1040,1246,1300
2021-10-26,10:40,10:39,12:46,12:49,1040,1039,1246,1249
2021-10-27,10:40,10:39,12:46,12:46,1040,1039,1246,1246
2021-10-28,10:40,10:48,12:46,12:58,1040,1048,1246,1258
2021-10-29,10:40,10:40,12:46,12:55,1040,1040,1246,1255
2021-11-01,10:40,10:48,12:46,13:06,1040,1048,1246,1306
2021-11-02,10:40,10:41,12:46,12:47,1040,1041,1246,1247
