,ScD,AcD,ScA,AcA,1,2,3,4
2021-09-01,06:16,06:15,08:27,08:28,616,615,827,828
2021-09-02,06:16,06:16,08:27,08:27,616,616,827,827
2021-09-03,06:16,06:17,08:27,08:28,616,617,827,828
2021-09-06,06:16,06:15,08:27,08:29,616,615,827,829
2021-09-07,06:16,06:16,08:27,08:30,616,616,827,830
2021-09-08,06:16,06:15,08:27,08:28,616,615,827,828
2021-09-09,06:16,06:16,08:27,08:29,616,616,827,829
2021-09-10,06:16,06:15,08:27,08:26,616,615,827,826
2021-09-13,06:16,06:15,08:27,08:33,616,615,827,833
2021-09-14,06:16,06:15,08:27,08:29,616,615,827,829
2021-09-15,06:16,06:15,08:27,08:26,616,615,827,826
2021-09-16,06:16,06:15,08:27,08:28,616,615,827,828
2021-09-17,06:16,06:16,08:27,08:29,616,616,827,829
2021-09-20,06:16,06:31,08:27,08:49,616,631,827,849
2021-09-21,06:16,06:15,08:27,08:27,616,615,827,827
2021-09-22,06:16,06:16,08:27,08:32,616,616,827,832
2021-09-23,06:16,06:16,08:27,08:29,616,616,827,829
2021-09-24,06:16,06:16,08:27,08:29,616,616,827,829
2021-09-27,06:16,06:15,08:27,08:31,616,615,827,831
2021-09-28,06:16,06:16,08:27,08:29,616,616,827,829
2021-09-29,06:16,06:15,08:27,08:29,616,615,827,829
2021-09-30,06:16,06:16,08:27,08:33,616,616,827,833
2021-10-01,06:16,06:15,08:27,08:28,616,615,827,828
2021-10-04,06:16,06:16,08:27,08:26,616,616,827,826
2021-10-05,06:16,06:15,08:27,08:30,616,615,827,830
2021-10-06,06:16,06:15,08:27,08:29,616,615,827,829
2021-10-07,06:16,06:16,08:27,08:29,616,616,827,829
2021-10-08,06:16,06:16,08:27,08:29,616,616,827,829
2021-10-11,06:16,06:15,08:27,08:30,616,615,827,830
2021-10-12,06:16,06:16,08:27,08:34,616,616,827,834
2021-10-13,06:16,06:15,08:27,08:27,616,615,827,827
2021-10-14,06:16,06:15,08:27,08:27,616,615,827,827
2021-10-15,06:16,06:15,08:27,08:29,616,615,827,829
2021-10-18,06:16,06:15,08:27,09:15,616,615,827,915
2021-10-19,06:16,06:15,08:27,08:29,616,615,827,829
2021-10-20,06:16,06:15,08:27,08:27,616,615,827,827
2021-10-21,06:16,06:15,08:27,08:30,616,615,827,830
2021-10-22,06:16,06:16,08:27,08:30,616,616,827,830
2021-10-25,06:16,06:16,08:27,08:33,616,616,827,833
2021-10-26,06:16,06:15,08:27,08:29,616,615,827,829
2021-10-27,06:16,06:15,08:27,08:29,616,615,827,829
2021-10-28,06:16,06:15,08:27,08:29,616,615,827,829
2021-10-29,06:16,06:15,08:27,08:41,616,615,827,841
2021-11-01,06:16,06:15,08:27,08:50,616,615,827,850
2021-11-02,06:16,06:16,08:27,08:29,616,616,827,829
2021-11-03,06:16,06:16,08:27,08:39,616,616,827,839
2021-11-04,06:16,06:15,08:27,08:31,616,615,827,831
2021-11-05,06:16,06:16,08:27,08:30,616,616,827,830
2021-11-08,06:16,06:16,08:27,08:29,616,616,827,829
2021-11-09,06:16,06:15,08:27,08:27,616,615,827,827
2021-11-10,06:16,06:16,08:27,08:42,616,616,827,842
2021-11-11,06:16,06:16,08:27,08:30,616,616,827,830
2021-11-12,06:16,06:15,08:27,08:30,616,615,827,830
2021-11-15,06:16,06:15,08:27,08:30,616,615,827,830
2021-11-16,06:16,06:15,08:27,08:29,616,615,827,829
2021-11-17,06:16,06:15,08:27,08:29,616,615,827,829
2021-11-18,06:16,06:15,08:27,08:33,616,615,827,833
2021-11-19,06:16,06:15,08:27,08:30,616,615,827,830
2021-11-22,06:16,06:15,08:27,08:30,616,615,827,830
2021-11-23,06:16,06:16,08:27,08:31,616,616,827,831
2021-11-24,06:16,06:15,08:27,08:30,616,615,827,830
2021-11-25,06:16,06:16,08:27,08:29,616,616,827,829
2021-11-26,06:16,06:16,08:27,09:09,616,616,827,909
2021-11-29,06:16,06:15,08:27,08:25,616,615,827,825
2021-11-30,06:16,06:16,08:27,08:30,616,616,827,830
2021-12-01,06:16,06:15,08:27,08:35,616,615,827,835
2021-12-02,06:16,06:15,08:27,08:29,616,615,827,829
2021-12-03,06:16,06:15,08:27,08:40,616,615,827,840
2021-12-06,06:16,06:16,08:27,08:30,616,616,827,830
2021-12-07,06:16,06:16,08:27,08:28,616,616,827,828
2021-12-08,06:16,06:16,08:27,08:29,616,616,827,829
2021-12-09,06:16,06:15,08:27,08:29,616,615,827,829
2021-12-10,06:16,06:15,08:27,08:28,616,615,827,828
2021-12-13,06:16,06:15,08:27,08:27,616,615,827,827
2021-12-14,06:16,06:15,08:27,08:29,616,615,827,829
2021-12-15,06:16,06:15,08:27,08:29,616,615,827,829
2021-12-16,06:16,06:15,08:27,08:48,616,615,827,848
2021-12-17,06:16,06:15,08:27,08:28,616,615,827,828
2021-12-20,06:16,06:16,08:27,08:31,616,616,827,831
2021-12-21,06:16,06:16,08:27,08:26,616,616,827,826
2021-12-22,06:16,06:15,08:27,08:26,616,615,827,826
2021-12-23,06:16,06:15,08:27,08:26,616,615,827,826
2021-12-24,06:16,06:16,08:27,08:33,616,616,827,833
2021-12-28,06:16,06:15,08:27,08:30,616,615,827,830
2021-12-29,06:16,06:16,08:27,08:29,616,616,827,829
2021-12-30,06:16,06:15,08:27,08:30,616,615,827,830
2021-12-31,06:16,06:16,08:27,08:27,616,616,827,827
2022-01-13,06:16,06:15,08:27,08:29,616,615,827,829
2022-01-14,06:16,06:16,08:27,08:29,616,616,827,829
2022-01-17,06:16,06:15,08:27,08:30,616,615,827,830
2022-01-18,06:16,06:16,08:27,08:28,616,616,827,828
2022-01-19,06:16,06:15,08:27,08:29,616,615,827,829
2022-01-20,06:16,06:16,08:27,08:29,616,616,827,829
2022-01-21,06:16,06:16,08:27,08:31,616,616,827,831
2022-01-24,06:16,06:15,08:27,09:18,616,615,827,918
2022-01-25,06:16,06:15,08:27,08:30,616,615,827,830
2022-01-26,06:16,06:16,08:27,08:26,616,616,827,826
2022-01-27,06:16,06:15,08:27,08:29,616,615,827,829
2022-01-28,06:16,06:15,08:27,08:30,616,615,827,830
2022-01-31,06:16,06:16,08:27,08:30,616,616,827,830
2022-02-02,06:16,06:15,08:27,08:31,616,615,827,831
2022-02-03,06:16,06:15,08:27,08:27,616,615,827,827
2022-02-04,06:16,06:15,08:27,08:28,616,615,827,828
2022-02-07,06:16,06:16,08:27,08:29,616,616,827,829
2022-02-08,06:16,06:15,08:27,08:29,616,615,827,829
2022-02-09,06:16,06:16,08:27,08:29,616,616,827,829
2022-02-10,06:16,06:16,08:27,08:29,616,616,827,829
2022-02-11,06:16,06:16,08:27,08:31,616,616,827,831
2022-02-14,06:16,06:15,08:27,08:28,616,615,827,828
2022-02-15,06:16,06:15,08:27,08:30,616,615,827,830
2022-02-16,06:16,06:16,08:27,08:31,616,616,827,831
2022-02-21,06:16,06:16,08:27,09:05,616,616,827,905
2022-02-22,06:16,06:15,08:27,08:30,616,615,827,830
2022-02-23,06:16,06:15,08:27,08:56,616,615,827,856
2022-02-24,06:16,06:16,08:27,09:12,616,616,827,912
2022-02-25,06:16,06:15,08:27,08:30,616,615,827,830
2022-02-28,06:16,06:15,08:27,08:31,616,615,827,831
2022-03-01,06:16,06:16,08:27,08:31,616,616,827,831
2022-03-02,06:16,06:15,08:27,08:39,616,615,827,839
2022-03-03,06:16,06:15,08:27,08:29,616,615,827,829
2022-03-04,06:16,06:15,08:27,08:34,616,615,827,834
2022-03-07,06:16,06:15,08:27,08:29,616,615,827,829
2022-03-08,06:16,06:23,08:27,08:38,616,623,827,838
2022-03-09,06:16,06:15,08:27,08:29,616,615,827,829
2022-03-10,06:16,06:16,08:27,08:26,616,616,827,826
2022-03-11,06:16,06:15,08:27,08:29,616,615,827,829
2022-03-14,06:16,06:16,08:27,08:29,616,616,827,829
2022-03-15,06:16,06:16,08:27,08:32,616,616,827,832
2022-03-16,06:16,06:15,08:27,08:29,616,615,827,829
2022-03-17,06:16,06:16,08:27,08:31,616,616,827,831
2022-03-18,06:16,06:15,08:27,08:32,616,615,827,832
2022-03-21,06:16,06:15,08:27,08:29,616,615,827,829
2022-03-22,06:16,06:15,08:27,08:30,616,615,827,830
2022-03-23,06:16,06:15,08:27,08:28,616,615,827,828
2022-03-24,06:16,06:16,08:27,08:31,616,616,827,831
2022-03-25,06:16,06:16,08:27,08:27,616,616,827,827
2022-03-28,06:16,06:15,08:27,08:30,616,615,827,830
2022-03-29,06:16,06:15,08:27,08:30,616,615,827,830
2022-03-30,06:16,06:15,08:27,08:30,616,615,827,830
2022-03-31,06:16,06:15,08:27,08:40,616,615,827,840
2022-04-01,06:16,06:15,08:27,08:29,616,615,827,829
2022-04-04,06:16,06:16,08:27,08:29,616,616,827,829
2022-04-05,06:16,06:16,08:27,08:29,616,616,827,829
2022-04-06,06:16,06:15,08:27,08:27,616,615,827,827
2022-04-07,06:16,06:15,08:27,08:29,616,615,827,829
2022-04-08,06:16,06:42,08:27,08:55,616,642,827,855
2022-04-11,06:16,06:16,08:27,08:27,616,616,827,827
2022-04-12,06:16,06:15,08:27,08:29,616,615,827,829
2022-04-13,06:16,06:16,08:27,08:29,616,616,827,829
2022-04-14,06:16,06:15,08:27,08:30,616,615,827,830
2022-04-19,06:16,06:16,08:27,08:31,616,616,827,831
2022-04-20,06:16,06:15,08:27,08:27,616,615,827,827
2022-04-21,06:16,06:15,08:27,08:29,616,615,827,829
2022-04-22,06:16,06:15,08:27,08:29,616,615,827,829
2022-04-25,06:16,06:15,08:27,08:28,616,615,827,828
2022-04-26,06:16,06:15,08:27,08:28,616,615,827,828
2022-04-27,06:16,06:15,08:27,08:27,616,615,827,827
2022-04-28,06:16,06:23,08:27,08:30,616,623,827,830
2022-04-29,06:16,06:15,08:27,08:27,616,615,827,827
2021-09-01,06:36,06:35,08:46,09:05,636,635,846,905
2021-09-02,06:36,06:37,08:46,08:55,636,637,846,855
2021-09-03,06:36,06:35,08:46,08:48,636,635,846,848
2021-09-06,06:36,06:36,08:46,08:47,636,636,846,847
2021-09-07,06:36,06:36,08:46,08:48,636,636,846,848
2021-09-08,06:36,06:35,08:46,08:47,636,635,846,847
2021-09-09,06:36,06:35,08:46,08:46,636,635,846,846
2021-09-10,06:36,06:35,08:46,08:49,636,635,846,849
2021-09-13,06:36,06:35,08:46,08:50,636,635,846,850
2021-09-14,06:36,06:35,08:46,08:48,636,635,846,848
2021-09-15,06:36,06:35,08:46,09:06,636,635,846,906
2021-09-16,06:36,06:35,08:46,08:47,636,635,846,847
2021-09-17,06:36,06:35,08:46,08:47,636,635,846,847
2021-09-20,06:36,06:37,08:46,08:54,636,637,846,854
2021-09-21,06:36,06:35,08:46,08:47,636,635,846,847
2021-09-22,06:36,06:36,08:46,08:50,636,636,846,850
2021-09-23,06:36,06:36,08:46,08:47,636,636,846,847
2021-09-24,06:36,06:35,08:46,08:47,636,635,846,847
2021-09-27,06:36,06:36,08:46,08:56,636,636,846,856
2021-09-28,06:36,06:36,08:46,08:47,636,636,846,847
2021-09-29,06:36,06:35,08:46,08:47,636,635,846,847
2021-09-30,06:36,06:35,08:46,08:49,636,635,846,849
2021-10-01,06:36,06:35,08:46,08:45,636,635,846,845
2021-10-04,06:36,06:36,08:46,08:56,636,636,846,856
2021-10-05,06:36,06:35,08:46,08:51,636,635,846,851
2021-10-06,06:36,06:36,08:46,08:52,636,636,846,852
2021-10-07,06:36,06:37,08:46,08:45,636,637,846,845
2021-10-08,06:36,06:36,08:46,08:47,636,636,846,847
2021-10-11,06:36,06:35,08:46,08:51,636,635,846,851
2021-10-12,06:36,06:35,08:46,08:46,636,635,846,846
2021-10-13,06:36,06:35,08:46,08:53,636,635,846,853
2021-10-14,06:36,06:35,08:46,08:48,636,635,846,848
2021-10-15,06:36,06:35,08:46,08:48,636,635,846,848
2021-10-18,06:36,06:35,08:46,09:45,636,635,846,945
2021-10-19,06:36,06:38,08:46,08:50,636,638,846,850
2021-10-20,06:36,06:35,08:46,08:47,636,635,846,847
2021-10-21,06:36,06:36,08:46,09:12,636,636,846,912
2021-10-22,06:36,06:35,08:46,08:59,636,635,846,859
2021-10-25,06:36,06:36,08:46,08:49,636,636,846,849
2021-10-26,06:36,06:35,08:46,08:47,636,635,846,847
2021-10-27,06:36,06:35,08:46,08:49,636,635,846,849
2021-10-28,06:36,06:35,08:46,08:50,636,635,846,850
2021-10-29,06:36,06:36,08:46,08:58,636,636,846,858
2021-11-01,06:36,06:35,08:46,09:07,636,635,846,907
2021-11-02,06:36,06:36,08:46,08:52,636,636,846,852
2021-11-03,06:36,06:35,08:46,08:50,636,635,846,850
2021-11-04,06:36,06:37,08:46,08:46,636,637,846,846
2021-11-05,06:36,06:36,08:46,08:53,636,636,846,853
2021-11-08,06:36,06:35,08:46,08:52,636,635,846,852
2021-11-09,06:36,06:35,08:46,08:52,636,635,846,852
2021-11-10,06:36,06:35,08:46,08:54,636,635,846,854
2021-11-11,06:36,06:35,08:46,08:51,636,635,846,851
2021-11-12,06:36,06:36,08:46,08:47,636,636,846,847
2021-11-15,06:36,06:36,08:46,08:50,636,636,846,850
2021-11-16,06:36,06:36,08:46,08:56,636,636,846,856
2021-11-17,06:36,06:35,08:46,08:47,636,635,846,847
2021-11-18,06:36,06:38,08:46,08:55,636,638,846,855
2021-11-19,06:36,06:35,08:46,08:48,636,635,846,848
2021-11-22,06:36,06:36,08:46,08:53,636,636,846,853
2021-11-23,06:36,06:35,08:46,08:46,636,635,846,846
2021-11-24,06:36,06:35,08:46,08:47,636,635,846,847
2021-11-25,06:36,06:36,08:46,08:50,636,636,846,850
2021-11-30,06:36,06:36,08:46,08:51,636,636,846,851
2021-12-01,06:36,06:35,08:46,08:50,636,635,846,850
2021-12-02,06:36,06:36,08:46,08:47,636,636,846,847
2021-12-03,06:36,06:36,08:46,09:13,636,636,846,913
2021-12-06,06:36,06:36,08:46,08:52,636,636,846,852
2021-12-07,06:36,06:36,08:46,08:46,636,636,846,846
2021-12-08,06:36,06:36,08:46,08:46,636,636,846,846
2021-12-09,06:36,06:35,08:46,08:47,636,635,846,847
2021-12-10,06:36,06:35,08:46,08:50,636,635,846,850
2021-12-13,06:36,06:35,08:46,08:46,636,635,846,846
2021-12-14,06:36,06:35,08:46,08:47,636,635,846,847
2021-12-15,06:36,06:35,08:46,08:48,636,635,846,848
2021-12-16,06:36,06:35,08:46,09:18,636,635,846,918
2021-12-17,06:36,06:36,08:46,08:47,636,636,846,847
2021-12-20,06:36,06:36,08:46,08:52,636,636,846,852
2021-12-22,06:36,06:35,08:46,08:44,636,635,846,844
2021-12-23,06:36,06:35,08:46,09:00,636,635,846,900
2021-12-28,06:36,06:35,08:46,08:46,636,635,846,846
2021-12-29,06:36,06:36,08:46,08:45,636,636,846,845
2021-12-30,06:36,06:35,08:46,08:46,636,635,846,846
2021-12-31,06:36,06:35,08:46,08:49,636,635,846,849
2022-01-13,06:36,06:35,08:46,08:47,636,635,846,847
2022-01-14,06:36,06:37,08:46,08:52,636,637,846,852
2022-02-28,06:36,06:52,08:46,09:06,636,652,846,906
2022-03-01,06:36,06:35,08:46,08:58,636,635,846,858
2022-03-02,06:36,06:35,08:46,09:01,636,635,846,901
2022-03-03,06:36,06:36,08:46,08:47,636,636,846,847
2022-03-04,06:36,06:35,08:46,08:49,636,635,846,849
2022-03-07,06:36,06:36,08:46,08:49,636,636,846,849
2022-03-08,06:36,06:35,08:46,08:46,636,635,846,846
2022-03-09,06:36,06:36,08:46,08:52,636,636,846,852
2022-03-10,06:36,06:35,08:46,08:46,636,635,846,846
2022-03-11,06:36,06:38,08:46,08:45,636,638,846,845
2022-03-14,06:36,06:35,08:46,08:52,636,635,846,852
2022-03-15,06:36,06:35,08:46,08:45,636,635,846,845
2022-03-16,06:36,06:36,08:46,08:46,636,636,846,846
2022-03-17,06:36,06:36,08:46,08:47,636,636,846,847
2022-03-18,06:36,06:35,08:46,08:52,636,635,846,852
2022-03-21,06:36,06:35,08:46,08:49,636,635,846,849
2022-03-22,06:36,06:35,08:46,08:50,636,635,846,850
2022-03-23,06:36,06:36,08:46,08:47,636,636,846,847
2022-03-24,06:36,06:35,08:46,08:51,636,635,846,851
2022-03-25,06:36,06:36,08:46,08:48,636,636,846,848
2022-03-28,06:36,06:36,08:46,08:57,636,636,846,857
2022-03-29,06:36,06:35,08:46,08:47,636,635,846,847
2022-03-30,06:36,06:36,08:46,08:52,636,636,846,852
2022-03-31,06:36,06:35,08:46,08:49,636,635,846,849
2022-04-01,06:36,06:35,08:46,08:50,636,635,846,850
2022-04-04,06:36,06:35,08:46,08:55,636,635,846,855
2022-04-05,06:36,06:35,08:46,08:46,636,635,846,846
2022-04-06,06:36,06:36,08:46,08:49,636,636,846,849
2022-04-07,06:36,06:35,08:46,08:50,636,635,846,850
2022-04-08,06:36,06:38,08:46,09:00,636,638,846,900
2022-04-11,06:36,06:36,08:46,08:48,636,636,846,848
2022-04-12,06:36,06:36,08:46,08:47,636,636,846,847
2022-04-13,06:36,06:35,08:46,08:54,636,635,846,854
2022-04-14,06:36,06:37,08:46,08:49,636,637,846,849
2022-04-19,06:36,06:36,08:46,08:48,636,636,846,848
2022-04-20,06:36,06:35,08:46,08:46,636,635,846,846
2022-04-21,06:36,06:36,08:46,08:52,636,636,846,852
2022-04-22,06:36,06:36,08:46,08:50,636,636,846,850
2022-04-25,06:36,06:35,08:46,09:16,636,635,846,916
2022-04-26,06:36,06:35,08:46,08:49,636,635,846,849
2022-04-27,06:36,06:35,08:46,08:51,636,635,846,851
2022-04-28,06:36,06:35,08:46,08:46,636,635,846,846
2022-04-29,06:36,06:36,08:46,08:46,636,636,846,846
2022-01-10,06:54,06:53,09:27,09:29,654,653,927,929
2021-12-13,06:55,07:09,09:05,09:16,655,709,905,916
2021-12-14,06:55,06:55,09:05,09:04,655,655,905,904
2021-12-15,06:55,06:54,09:05,09:05,655,654,905,905
2021-12-16,06:55,06:54,09:05,09:12,655,654,905,912
2021-12-17,06:55,07:08,09:05,09:20,655,708,905,920
2021-12-20,06:55,06:55,09:05,10:29,655,655,905,1029
2021-12-21,06:55,06:57,09:05,09:09,655,657,905,909
2021-12-22,06:55,06:54,09:05,09:04,655,654,905,904
2021-12-23,06:55,07:12,09:05,09:16,655,712,905,916
2021-12-24,06:55,06:55,09:05,09:12,655,655,905,912
2021-12-28,06:55,06:54,09:05,09:06,655,654,905,906
2021-12-29,06:55,07:08,09:05,09:20,655,708,905,920
2021-12-31,06:55,06:54,09:05,09:08,655,654,905,908
2022-01-13,06:55,06:54,09:05,09:05,655,654,905,905
2022-01-14,06:55,06:54,09:05,09:05,655,654,905,905
2022-04-01,06:55,07:06,09:05,09:11,655,706,905,911
2022-04-14,06:55,06:55,09:05,09:04,655,655,905,904
2022-04-19,06:55,06:54,09:05,09:06,655,654,905,906
2022-04-22,06:55,06:54,09:05,09:05,655,654,905,905
2022-04-29,06:55,06:55,09:05,09:05,655,655,905,905
2022-01-04,07:00,06:59,09:27,09:30,700,659,927,930
2022-01-05,07:00,06:59,09:27,09:30,700,659,927,930
2022-01-06,07:00,06:59,09:27,09:30,700,659,927,930
2022-01-07,07:00,07:00,09:27,09:27,700,700,927,927
2022-01-11,07:00,06:59,09:27,09:37,700,659,927,937
2022-01-10,07:09,07:08,09:46,09:45,709,708,946,945
2021-09-01,07:20,07:20,09:27,09:27,720,720,927,927
2021-09-02,07:20,07:19,09:27,09:33,720,719,927,933
2021-09-03,07:20,07:19,09:27,09:31,720,719,927,931
2021-09-06,07:20,07:19,09:27,09:33,720,719,927,933
2021-09-07,07:20,07:20,09:27,09:34,720,720,927,934
2021-09-08,07:20,07:20,09:27,09:37,720,720,927,937
2021-09-09,07:20,07:20,09:27,09:42,720,720,927,942
2021-09-10,07:20,07:20,09:27,09:36,720,720,927,936
2021-09-13,07:20,07:19,09:27,09:30,720,719,927,930
2021-09-14,07:20,07:20,09:27,09:57,720,720,927,957
2021-09-15,07:20,07:19,09:27,09:30,720,719,927,930
2021-09-16,07:20,07:19,09:27,09:29,720,719,927,929
2021-09-17,07:20,07:20,09:27,09:29,720,720,927,929
2021-09-20,07:20,07:19,09:27,09:37,720,719,927,937
2021-09-21,07:20,07:20,09:27,09:29,720,720,927,929
2021-09-22,07:20,07:19,09:27,09:36,720,719,927,936
2021-09-23,07:20,07:19,09:27,09:29,720,719,927,929
2021-09-24,07:20,07:19,09:27,09:33,720,719,927,933
2021-09-27,07:20,07:20,09:27,09:33,720,720,927,933
2021-09-28,07:20,07:20,09:27,09:34,720,720,927,934
2021-09-29,07:20,07:19,09:27,09:37,720,719,927,937
2021-09-30,07:20,07:19,09:27,09:30,720,719,927,930
2021-10-01,07:20,07:20,09:27,09:31,720,720,927,931
2021-10-04,07:20,07:19,09:27,09:29,720,719,927,929
2021-10-05,07:20,07:19,09:27,09:29,720,719,927,929
2021-10-07,07:20,07:19,09:27,09:35,720,719,927,935
2021-10-08,07:20,07:19,09:27,09:30,720,719,927,930
2021-10-11,07:20,07:19,09:27,09:33,720,719,927,933
2021-10-12,07:20,07:20,09:27,09:32,720,720,927,932
2021-10-13,07:20,07:19,09:27,09:31,720,719,927,931
2021-10-14,07:20,07:19,09:27,09:34,720,719,927,934
2021-10-15,07:20,07:19,09:27,09:56,720,719,927,956
2021-10-18,07:20,07:19,09:27,10:08,720,719,927,1008
2021-10-19,07:20,07:20,09:27,09:32,720,720,927,932
2021-10-20,07:20,07:19,09:27,09:31,720,719,927,931
2021-10-21,07:20,07:19,09:27,09:50,720,719,927,950
2021-10-22,07:20,07:20,09:27,09:36,720,720,927,936
2021-10-25,07:20,07:20,09:27,09:36,720,720,927,936
2021-10-26,07:20,07:19,09:27,09:30,720,719,927,930
2021-10-27,07:20,07:19,09:27,09:30,720,719,927,930
2021-10-28,07:20,07:19,09:27,09:36,720,719,927,936
2021-10-29,07:20,07:19,09:27,09:48,720,719,927,948
2021-11-01,07:20,07:19,09:27,09:38,720,719,927,938
2021-11-02,07:20,07:20,09:27,09:36,720,720,927,936
2021-11-03,07:20,07:19,09:27,09:31,720,719,927,931
2021-11-04,07:20,07:19,09:27,09:30,720,719,927,930
2021-11-05,07:20,07:19,09:27,09:37,720,719,927,937
2021-11-08,07:20,07:19,09:27,09:30,720,719,927,930
2021-11-09,07:20,07:19,09:27,09:37,720,719,927,937
2021-11-10,07:20,07:19,09:27,09:33,720,719,927,933
2021-11-11,07:20,07:19,09:27,09:36,720,719,927,936
2021-11-12,07:20,07:19,09:27,09:33,720,719,927,933
2021-11-15,07:20,07:19,09:27,09:30,720,719,927,930
2021-11-16,07:20,07:20,09:27,09:34,720,720,927,934
2021-11-17,07:20,07:20,09:27,09:33,720,720,927,933
2021-11-18,07:20,07:19,09:27,09:35,720,719,927,935
2021-11-19,07:20,07:23,09:27,09:30,720,723,927,930
2021-11-22,07:20,07:19,09:27,09:33,720,719,927,933
2021-11-23,07:20,07:19,09:27,09:33,720,719,927,933
2021-11-24,07:20,07:19,09:27,09:31,720,719,927,931
2021-11-25,07:20,07:19,09:27,09:39,720,719,927,939
2021-11-26,07:20,07:19,09:27,10:34,720,719,927,1034
2021-11-29,07:20,07:19,09:27,09:36,720,719,927,936
2021-11-30,07:20,07:19,09:27,09:31,720,719,927,931
2021-12-01,07:20,07:20,09:27,09:40,720,720,927,940
2021-12-02,07:20,07:19,09:27,09:36,720,719,927,936
2021-12-03,07:20,07:20,09:27,10:11,720,720,927,1011
2021-12-06,07:20,07:19,09:27,09:34,720,719,927,934
2021-12-07,07:20,07:19,09:27,09:34,720,719,927,934
2021-12-08,07:20,07:19,09:27,09:38,720,719,927,938
2021-12-09,07:20,07:19,09:27,09:50,720,719,927,950
2021-12-10,07:20,07:20,09:27,09:31,720,720,927,931
2021-12-13,07:20,07:20,09:27,09:27,720,720,927,927
2021-12-14,07:20,07:20,09:27,09:32,720,720,927,932
2021-12-15,07:20,07:19,09:27,09:36,720,719,927,936
2021-12-16,07:20,07:19,09:27,09:33,720,719,927,933
2021-12-17,07:20,07:19,09:27,09:35,720,719,927,935
2021-12-20,07:20,07:19,09:27,09:55,720,719,927,955
2021-12-21,07:20,07:19,09:27,09:32,720,719,927,932
2021-12-22,07:20,07:19,09:27,09:29,720,719,927,929
2021-12-24,07:20,07:19,09:27,09:29,720,719,927,929
2021-12-28,07:20,07:19,09:27,09:26,720,719,927,926
2021-12-29,07:20,07:19,09:27,09:29,720,719,927,929
2021-12-30,07:20,07:19,09:27,09:30,720,719,927,930
2021-12-31,07:20,07:20,09:27,09:34,720,720,927,934
2022-01-13,07:20,07:19,09:27,09:29,720,719,927,929
2022-01-14,07:20,07:20,09:27,09:34,720,720,927,934
2022-01-17,07:20,07:20,09:27,09:32,720,720,927,932
2022-01-18,07:20,07:20,09:27,09:36,720,720,927,936
2022-01-19,07:20,07:20,09:27,09:37,720,720,927,937
2022-01-20,07:20,07:19,09:27,09:33,720,719,927,933
2022-01-21,07:20,07:19,09:27,09:32,720,719,927,932
2022-01-24,07:20,07:19,09:27,09:41,720,719,927,941
2022-01-25,07:20,07:19,09:27,10:19,720,719,927,1019
2022-01-26,07:20,07:19,09:27,09:36,720,719,927,936
2022-01-27,07:20,07:19,09:27,09:35,720,719,927,935
2022-01-28,07:20,07:20,09:27,09:34,720,720,927,934
2022-01-31,07:20,07:19,09:27,09:30,720,719,927,930
2022-02-02,07:20,07:19,09:27,09:39,720,719,927,939
2022-02-03,07:20,07:19,09:27,09:36,720,719,927,936
2022-02-04,07:20,07:20,09:27,09:31,720,720,927,931
2022-02-07,07:20,07:20,09:27,09:31,720,720,927,931
2022-02-08,07:20,07:20,09:27,09:30,720,720,927,930
2022-02-09,07:20,07:19,09:27,09:30,720,719,927,930
2022-02-10,07:20,07:21,09:27,09:34,720,721,927,934
2022-02-11,07:20,07:19,09:27,09:30,720,719,927,930
2022-02-25,07:20,07:20,09:27,09:33,720,720,927,933
2022-02-28,07:20,07:20,09:27,09:30,720,720,927,930
2022-03-01,07:20,07:20,09:27,09:32,720,720,927,932
2022-03-02,07:20,07:20,09:27,09:34,720,720,927,934
2022-03-03,07:20,07:19,09:27,09:33,720,719,927,933
2022-03-04,07:20,07:19,09:27,09:31,720,719,927,931
2022-03-07,07:20,07:19,09:27,09:28,720,719,927,928
2022-03-08,07:20,07:20,09:27,09:33,720,720,927,933
2022-03-09,07:20,07:19,09:27,09:29,720,719,927,929
2022-03-10,07:20,07:19,09:27,09:34,720,719,927,934
2022-03-11,07:20,07:20,09:27,09:32,720,720,927,932
2022-03-14,07:20,07:19,09:27,09:32,720,719,927,932
2022-03-15,07:20,07:19,09:27,09:35,720,719,927,935
2022-03-16,07:20,07:19,09:27,09:34,720,719,927,934
2022-03-17,07:20,07:20,09:27,09:39,720,720,927,939
2022-03-18,07:20,07:19,09:27,09:31,720,719,927,931
2022-03-21,07:20,07:20,09:27,09:29,720,720,927,929
2022-03-22,07:20,07:20,09:27,09:34,720,720,927,934
2022-03-23,07:20,07:19,09:27,09:29,720,719,927,929
2022-03-24,07:20,07:21,09:27,09:30,720,721,927,930
2022-03-25,07:20,07:19,09:27,09:34,720,719,927,934
2022-03-28,07:20,07:19,09:27,09:33,720,719,927,933
2022-03-29,07:20,07:19,09:27,09:34,720,719,927,934
2022-03-30,07:20,07:19,09:27,09:33,720,719,927,933
2022-03-31,07:20,07:19,09:27,09:33,720,719,927,933
2022-04-01,07:20,07:19,09:27,09:29,720,719,927,929
2022-04-04,07:20,07:19,09:27,09:29,720,719,927,929
2022-04-05,07:20,07:19,09:27,09:27,720,719,927,927
2022-04-06,07:20,07:19,09:27,09:33,720,719,927,933
2022-04-07,07:20,07:19,09:27,09:32,720,719,927,932
